well,rows,rmse,mean_abs_error,bias,alpha
577eec7c,4539,18.691854287692625,15.434076929010066,-14.71517734112412,1.0
f5859199,5790,18.61653476508021,17.244780743412132,-17.159826795366197,1.0
05a0ee4d,4348,18.58037185858178,13.433625273763118,13.413960027340538,1.0
bcebcc5f,6258,18.543489278622207,16.855694128908034,-16.855694128908034,1.0
9d4272e3,4030,18.51124037979042,17.066769376046228,-17.06125915498111,1.0
2ac7cb6b,4990,18.489821358171938,14.326822870930048,9.2544360529551,1.0
4f69febf,5460,18.398302439956765,16.883953359218957,-16.862479820078946,1.0
5fb1c15f,2860,18.291082508578185,16.976688811187472,-16.93754895104749,0.0
5beded95,3057,18.195146575494537,16.845932219158044,16.812035062835907,1.0
57796579,5890,18.180337860839995,15.255049498092378,-14.6245300053465,1.0
ecdab904,6147,18.158203683772435,16.68693019676652,-16.656744706997433,1.0
ecdaf714,6592,18.126343461543907,15.234193829523775,-14.10514974446416,1.0
27c3155b,4958,18.11085336032788,17.216587333602497,17.077014925373415,0.0
3a0af893,2927,18.01110650032113,15.04594871777077,-14.95950986341833,1.0
ef8e3ed0,5224,17.98359412290126,16.37926861115707,15.82260646621637,1.0
89f1085d,5994,17.914782376589642,14.592241669874056,12.68394265244177,0.75
cc8a1d57,6638,17.892857523842654,16.61525845745977,8.635180388968118,0.5
b4d8dd4f,4259,17.644297039262923,13.866998313861307,-1.0603039621297683,1.0
df71d1ff,6228,17.497653216527706,14.133591237841822,11.683279698713086,1.0
99529c45,5840,17.39449226262179,13.561317296354382,-1.935916643984118,0.75
27300fd5,5467,17.389589831741016,16.319493323577912,-16.31156575818556,0.0
276b012a,4837,17.258756444965375,13.012835015293206,-10.343352540960211,0.75
d2f3b1ab,5581,17.230732568184308,15.469398801174906,-5.555394419456209,1.0
75d20a82,5067,17.230705080539593,14.699966449575768,6.200945332544217,0.0
96ae5806,9839,17.23050267183825,14.933667980101449,14.673425964352626,1.0
8ac2f237,5319,17.08907189336348,12.5060756065202,12.2552595103682,1.0
b881d27e,4009,16.892125499393245,16.227706257656543,-16.227706257656543,1.0
9af1ffd0,3525,16.7775667357636,11.359239499857653,11.174611987017224,1.0
15e154a1,6068,16.77636493681392,14.894921925201581,-14.892989729712168,1.0
46a301e9,8226,16.767976667130174,15.72823912944616,15.72823912944616,1.0
44a94013,4903,16.760281759318264,14.050316411887167,-4.839056861911129,0.75
3417285d,5449,16.58540634298825,14.162189392718536,-5.459095246239237,0.0
0dc5e64d,4879,16.531448395679888,12.464476781930582,-6.693444456159333,1.0
d41beaf2,4753,16.514977198140855,14.506305486543566,14.377186481384022,1.0
e201fd6d,5070,16.371250707380042,13.068065088757724,9.358234714005336,0.0
d5df0ff5,4032,16.351335751344372,15.35087797619106,15.35087797619106,0.0
5663b2b7,4972,16.28409405856329,13.36353177795676,7.03055108608278,0.0
b0d42b0d,4971,16.224116764388267,14.709037841422722,-13.916437696182065,1.0
5b7b6324,6564,16.021381050218935,12.557599846303683,-10.192522853913916,1.0
6a0ff78e,6465,16.0156402300313,13.60369034333975,6.817963769662214,1.0
2e63d9de,4699,15.915529726758239,13.551937154775361,6.276073510322876,1.0
a7fc3e6b,4764,15.849637955727156,12.832062979425169,-12.47589284613293,1.0
0bbf5e67,4298,15.846874951769037,14.720753568809585,14.718376924272778,1.0
155887bb,5585,15.790870795285686,13.960044764224882,-12.083512450385294,1.0
09441b8d,5488,15.785095525200175,12.529152343066796,12.529152343066796,1.0
389ae58f,6463,15.758707943099138,12.737068914997788,-3.518781392333608,0.75
a0b83014,5035,15.740593333381709,14.320553427695135,-14.311920370374283,1.0
df73b8f3,5311,15.617554195793542,10.485900960270909,9.23753718696993,0.0
54753541,4026,15.533014056999082,11.591675161777573,1.3627121472841361,1.0
bd4ae5da,5006,15.519917579216049,14.475943800698047,14.475943800698047,1.0
