alpha,rmse,mae,median_abs_error,p90_abs_error,p95_abs_error,p99_abs_error,max_abs_error,bias
1.0,16.102392115987588,11.409499455047916,8.318370188451809,25.01303221791386,32.68224914530216,54.44600790160511,107.90236020639713,-0.17190050650095126
0.75,32.99924122136736,18.202079401600663,10.991487105282431,42.324799124190406,57.96923543585504,93.84109094302694,596.7194387274485,1.1184054058434825
0.5,60.98870630199626,29.25746969464101,15.625501678039655,69.77403819714819,97.41295301894424,164.93499124611944,1248.6996258188337,2.408711318187915
0.25,90.28457319759848,41.267580438288824,20.885740758629254,99.79543210497472,140.35027389813686,241.6105672207104,1900.679812910219,3.699017230532349
0.0,119.9332960625617,53.68043854503403,26.63000000095235,130.610000002796,182.7799999906918,318.84119999622834,2552.660000001604,4.989323142876782
