well,rmse,mean_abs_error,bias,rows
c99f9fae,11.151484353187676,10.332362405706297,-9.993376762524814,6361
65a5466a,11.082611696927025,9.522422518190583,1.5581575229380078,4683
a4cdbb0f,11.06150248877082,8.58305744450685,3.538494021859073,5204
f03f10fe,11.05591970206863,9.391367924437848,9.276693368617336,4145
463c38f2,11.00741714842635,9.563846206610435,2.0620943279440147,4460
833af382,11.00080697527459,8.821418737380315,6.607665438185553,3628
e3b34f5b,10.966321877782415,9.300452294209986,8.342303442859444,5455
c50b42f6,10.965574002231977,8.635551537244602,-8.27687462242339,6014
0390d174,10.946111348140699,9.705943218742311,5.849630163278923,4411
8d92cb49,10.945376598444355,8.227298889762656,6.504314775030974,3589
38991fd4,10.940870331870542,9.212406495874571,9.069845059510763,4798
bd8f847e,10.93731489543724,9.575135685457074,-9.458386199947876,4961
9a6b0392,10.929147618106288,7.564525800192367,6.767470651403728,4255
eabc711b,10.860827103820512,9.076838145883691,2.221330703695228,5348
27ebb9b9,10.790554371928796,8.189721848743984,-7.413993485056273,5766
f49fdea3,10.786538432377808,10.31141759002156,-10.262365592475902,5391
177622d7,10.77804640941576,8.758582931550233,8.758582931550233,3154
74b6186b,10.777092067903874,10.57887934299052,-10.57887934299052,3405
028d7b28,10.732104840073713,8.632282526751494,3.54433937274493,6234
beda8696,10.718638652655992,7.863675606905394,-5.245233170399224,5912
cc08aa63,10.712598405229318,8.981635258845365,-8.570932501687007,3274
8a3da6d1,10.69984819198448,9.12550512928677,-8.63948528151945,4593
12f0cd90,10.691074915087412,7.835539218060421,6.983761091164272,5947
c1d046f4,10.676830511965873,8.37089305987688,-0.04306546640921263,5513
2d0c268a,10.658138079669042,8.435988940647,6.807423327802626,4550
c9e6734f,10.6547147957951,8.703371224924435,5.123131173673584,4735
ab3ced07,10.647500794316699,7.681455981967178,5.596222666212721,4250
9298ad5b,10.600937594971752,7.811643028717238,-3.6922602175857855,3964
fa667be2,10.584944927237084,9.515499962937437,9.515499962937437,7296
995ff498,10.550588885831893,7.728492253161088,6.093477116724936,4526
e5c92e59,10.518152445632767,9.410988036371158,9.291995894566895,4295
69c1bdad,10.495260271265245,8.52988998184926,-3.9007379018599937,2714
264feceb,10.433739803553959,9.910273409783269,9.910273409783269,5665
698930d1,10.431108317778854,6.16806440874867,-5.734217300290689,4741
d9d6d94d,10.420308374388544,8.965502230224875,3.1730394256424814,4919
2075c696,10.418711643728976,9.481713879225575,-5.45704436271348,3188
9719aa04,10.403362343830437,7.784238351976659,-7.68344056219279,4871
7993a768,10.39262222032383,9.39066695498318,-9.297861877947936,5487
25939962,10.366401085872232,8.872423433355094,-3.363842582199616,4319
5d11dfb5,10.358403902314334,7.8505560668449705,3.8099170017491626,5895
46a7190b,10.347613488216087,8.11403290210117,-6.114118315933448,4215
ae069086,10.316804429820115,8.761984147611056,-0.7831102380525171,4770
9ae248be,10.271770837196398,9.395939509953905,5.5988177509383945,5271
d114d9c2,10.253314076115693,9.19916573880402,9.003405653114521,6206
cd7f1687,10.252821255815897,8.464470740350876,8.046106283473929,4232
a7744f5b,10.2506571904642,9.219267726327542,-9.219267726327542,4377
000d7d20,10.223062231211546,8.87179905857813,8.856852055535544,3836
ea0b99b7,10.213882877480943,8.5443656887299,-7.590892963499744,9239
fb73b13a,10.208262525580793,8.504002059259673,2.144400370982619,5640
a056d01e,10.192818523615657,7.9858116125559,-4.395054268794387,6557
c2717d4f,10.187675460799994,8.93848243397258,-7.689067673936257,4721
9d072e4c,10.14465766923595,7.928585764787747,-1.5375244102307066,5107
e14d641e,10.135745843063678,7.817441471982888,7.753192866185943,3184
7224331b,10.130150812582022,8.390967806225246,8.368986471745288,6063
c96c018a,10.128228906497808,8.941208982342385,-8.248762354238309,6236
374be387,10.117611352539818,8.473064460491349,7.998479572452565,9965
e6c55748,10.086487397132558,7.552741400062931,7.046699075939982,4472
ce55ba43,10.063101696905647,7.475521628510692,-6.894782498975991,4104
6767c111,10.058324157507416,6.871253887169377,-4.908890322799219,6783
729e9750,10.049403302567159,8.554808867784576,-7.323738849444107,5919
f9fc81aa,10.04513103460457,7.643110415400595,2.1949871771721963,5598
8cc21f01,10.007580980103684,8.881778503791008,8.51649464705449,4044
c42fe306,10.005846285403571,7.156094774074514,-5.626666663133041,5095
2fe023be,9.975898791700674,9.1003068702701,-7.544662886659388,4221
ff8bb73a,9.975410866480004,7.15947560754271,4.125644704991787,5927
b1efb8a4,9.973454317042945,7.187152331279935,-6.960249156349153,5998
1fdbba44,9.956030339432735,8.054825043439319,-2.150019533525717,4911
cb879f40,9.90020350671956,8.696161562589749,5.4529938607588715,6315
5693dde2,9.88229023726635,8.757980133232953,8.737003314048602,3488
b585b4fa,9.882039131176432,7.968357013609341,-3.3970902661734166,4294
a247e7cf,9.871347911119237,8.812462032094409,8.812462032094409,5674
eb06a4e7,9.864914051239705,7.025157719813026,3.9976137625679313,4535
c9578d27,9.864229937389831,8.015510330468329,-2.7302320010292527,4487
bf39bc20,9.85147461000652,7.229431301810645,-4.482246292512877,3303
d1ecf309,9.822715684571213,8.466560248400537,-6.680907913208578,6168
4f69febf,9.812462149739352,8.997455011086974,-8.835473622324404,5460
c70c0e01,9.798657736824504,8.260698782084184,7.483667001649395,4312
87695469,9.747226083103508,8.764377573985193,7.134243422089857,7003
ecdaf714,9.71753989044576,8.149025738762585,-3.7021591948458257,6592
3c3dbcbc,9.701240516511918,8.22394849194362,5.427066389660568,5069
72dd8501,9.6873836770768,7.947891269929077,7.947147799325131,5193
e737965a,9.599618340203614,8.240090085055627,2.121279978505419,5955
060ab2b8,9.583332642925331,8.532356076847723,-7.38339745139428,6258
5aef5c6c,9.565858488139924,7.511138966165267,1.453931922656171,3121
c36625df,9.555331280121338,8.764506071007327,8.764506071007327,4742
6ea22614,9.535134256497464,7.741809152076268,5.745993372066039,5971
10be2420,9.530674783473232,8.643753602839567,8.640904978617888,3271
7b38844c,9.506758833774036,8.75991943786767,3.4032881445741388,3749
9ad5410a,9.468814548531258,8.429308595258554,2.8669036437803412,4205
ffefef30,9.458502864608278,8.092782928817204,5.759917728671823,4570
1e5e3573,9.39240161773781,7.906756321761722,-6.811001976979179,5480
9a8ae0d6,9.370288902828557,7.151597715773135,3.700794803535882,6294
198a5607,9.348081632411636,7.3629585449486,7.044501530296396,6251
76201745,9.310390682701113,7.901676457903817,-1.8542192699314677,4448
54a7e3c2,9.249302173553925,8.232359274780196,-8.012470806814727,6155
eeed308d,9.232648823181195,7.675487629149275,-5.03448402281551,3899
9b9e3b49,9.227105234257552,6.243935913218854,4.317193412215104,5118
0d99f8e4,9.226585045004564,7.572640135860956,5.249055912444447,5823
0e5e560d,9.193472789100161,8.39288300491822,-6.900630186780767,3253
06df5958,9.166043510748404,8.478957178606995,8.466337567155357,3509
5254b6db,9.147549452550864,8.119225159935564,-8.119225159935564,3274
a6b8ac67,9.13005133346274,7.883299461828713,0.10024606470734981,5453
2d9f6cb9,9.117016876942595,7.611629789477592,5.909558061057608,7338
6a8fa194,9.115774095313665,7.59232058749912,-7.390399637554349,3017
1295a25b,9.106379075417475,6.894345049170995,3.14946967374012,5551
4f4afcc6,9.102419844795582,7.381356120614935,2.3700509961898693,5645
ae0784a8,9.091264688037862,8.177843270127756,-8.016494530895775,7823
b8c49c1a,9.020850853004703,7.0749776151290815,4.620830192076128,4319
2cee0cba,8.998479913158498,7.247188859089618,3.816421922064279,5500
fb3848a1,8.992887145108796,7.853860099455547,-6.752741430884829,5919
be063506,8.99133468240219,8.321526243334336,8.317050507248176,4500
7cbbd047,8.959251068655895,7.650102990422737,-5.0821263401743035,5121
5aa03df7,8.958679281175037,7.035410976515753,-6.67727834410615,4871
e0079ed1,8.953842881773449,7.129324844671757,-6.710709711848076,3471
2e43c2ea,8.935700648482701,7.093404798107387,6.669056432638627,5698
0c1b160c,8.933410519198741,6.655740187133339,-1.1937688551180226,5054
2d196986,8.917983564282734,7.309261005529715,-0.18377987895951425,6474
98177ced,8.916701028512396,7.504994377703259,7.490812965841644,4772
97cd5bf9,8.90084525925016,7.663596395332244,-0.99687950581233,3449
d3df146b,8.893776710971558,7.240303191128512,-6.860617832560277,5787
da2d4d7c,8.85903065603743,7.232185004621948,-7.22044465449426,2114
0dd99dc5,8.856637191358537,7.726279008960596,1.5647469747828158,7342
3ef98781,8.855371536524576,7.691904581197751,7.583872696856775,3892
052d64df,8.846886309951406,6.252361060584516,-5.420147419142057,2445
d00e7eb9,8.833447635787415,7.880089223166048,7.723832631224852,5704
764072a5,8.798898597859711,7.318686237976265,-6.902277517533333,2949
1770d7c6,8.786283533689982,7.241031697497277,-6.6091435861955015,7240
8995c945,8.751411439678327,7.13998467186285,-6.52945178038469,6724
109d9d70,8.750672200873911,6.70729672607516,-2.436714582503362,4215
a87433c9,8.746005410132737,7.4090316835741925,6.5845270094425326,5721
c9e980e8,8.735363624206855,7.8915947931006505,2.884817741455712,4359
cbb406b5,8.729545591459544,6.547741924233482,-3.9331915705134333,6328
23b9beb0,8.717937176745595,7.617516644631034,7.467541511644641,7340
58850d2c,8.705817887289012,8.10262619479449,7.52358449004195,4995
5eae34a8,8.705023394720934,6.541541269918495,4.198165235410914,4904
059c8f24,8.663129932016941,6.926920850215763,0.22019896597133165,6258
3ac16ad0,8.65240889287117,7.520027671598747,1.3521268796132908,5649
dd6bc5b2,8.638423826040796,7.499259144940873,-6.887806570397089,3602
5d7198fd,8.630817235099698,7.3191105033363115,2.8647279526866707,3368
9def2eb2,8.605742605272173,7.48984877268125,-5.853302656555323,6003
1bcb2fcf,8.5975872313585,8.082567687763268,7.411336522623701,4524
3ef6372a,8.595668080428272,7.485008292268225,-5.917483592478895,4727
353e5502,8.584033862056325,6.981825846766008,3.7051345424276505,6062
dd7d638e,8.576481613559281,7.358902219589212,5.473520030463552,4301
729665c0,8.543919819107805,6.673128652079327,-1.9951989199765234,4263
9c211c53,8.518475268450507,6.7684050160096,5.684721606685216,7265
f40cd091,8.511724189847538,7.2201802543276985,-3.277558628900697,5166
fc0d20b2,8.469677035847965,6.10627471532687,4.914314100600453,3954
a2e8e7f6,8.442992713501614,6.878268770575646,6.105569886136953,4760
3a824aa7,8.433434065693413,6.877219263467565,6.6487614980383,4201
73348914,8.416957466647984,7.52377075586494,-7.523770755864939,4221
044af7d1,8.404013640251794,6.67522450585552,-3.5371531674654686,4519
a5e6f7dc,8.402319101981961,7.141998568256571,7.127210650468284,5649
c03b9305,8.389813989275186,5.55519052391561,-5.277283697200974,4255
bd6f0e19,8.389299866521085,7.6789882340412525,-7.672614154114429,5140
cdc60a53,8.37320742735837,6.878510229080101,-2.615212419059959,5878
d1457cc5,8.34498659471841,6.8258811649000535,3.528442090621385,6920
58fa8486,8.338399867296037,6.550571258198659,4.038305067188254,4475
367456ce,8.311688299187368,6.579331300934268,-4.086463240475228,5569
ebe69318,8.285469763589273,6.286357639929079,-4.632120303980671,4976
e4726608,8.271651363404882,7.461686466865328,6.525905705740245,4733
d40f61d5,8.250708733440336,7.778315797655081,7.767906260452756,4039
2b034622,8.238777674670446,7.538748299949255,7.527272345953934,5203
75cd5f11,8.161645408792591,6.867985975041005,5.66721024536354,4946
ccedb12b,8.153323893009416,6.606821671227016,-3.3459069330946463,4401
6d590e26,8.117737148331589,6.380543074873618,-3.3732332937193106,6096
b0f53bf4,8.110231051135813,6.224754985472939,5.582046477976834,2755
c2c4db09,8.062869257824138,6.6751425620712,-2.9865918397959033,6039
d7ba4f9d,8.023199302542892,7.247960603724772,7.1758069130674205,6023
e85074c5,7.998554429734395,7.223869566984388,-7.0420477757964255,5675
7e208414,7.987906241785156,7.091435362425999,7.058983956004877,4226
20402d71,7.979790010958339,5.71614969617593,4.963121998100523,6372
1fee2b62,7.974448600945531,7.134386178359739,-1.3746919889792286,4641
7a5660b0,7.967441678527116,6.795856713945596,5.303184156822303,4998
5a5269a9,7.9583872199751315,6.6101930743214075,-5.0679174356499415,6513
abf460d2,7.955316863359418,6.737636850250837,-6.335217257733228,3217
e730c32b,7.899646799989028,6.915920362394883,-5.306050993821973,4728
3df4b19e,7.896100805313832,7.169401054048946,5.552595577552878,4988
a4719920,7.8842638406623005,6.582963269888664,-3.5832027186483653,5884
71642c7d,7.878560692565291,6.163706510661746,2.631351923899712,4648
aed44918,7.8336663829194695,6.509915626069803,-6.435452787599418,2719
e7818f7a,7.825014880982634,6.932278746875037,6.9058055248882555,5371
9283ae69,7.799923458740216,6.484571034449383,-4.060933853979268,3371
9ab94eeb,7.784455328075145,6.964207042512678,3.6267175036333588,4442
b7974e66,7.752462506619721,6.0359989387433695,-4.925025048171971,5558
f6bc699b,7.7293766533088535,5.820532866657793,-2.7523097557057503,3752
b32e4903,7.727731283317094,6.289802131833677,-4.22389465515499,5770
726f3dc2,7.6813470205300005,5.462477704036323,3.7500282473898627,6723
1b08ed48,7.663970495757364,6.6411279914095775,5.215945954510734,5618
8902c3f6,7.654585864916079,6.065382353571901,-5.768408275065574,4959
d9ae59b2,7.6304426936235,6.7878904611539825,6.588958349848313,3648
7cd4bb31,7.612188854200956,6.2443895176535245,-4.403129450047949,6439
da940160,7.604233411461625,5.869891772163664,-5.715193308449389,5132
fd3b4faa,7.5858052635522215,5.978233897656199,-3.668504578796581,5022
4e050c92,7.583481341795152,5.583745465821945,5.0414200014428845,3705
93209a3d,7.55729462600368,6.722267915585014,-4.91497789118601,4697
a15bc102,7.543082403647071,7.059347571414104,-7.059347571414104,3236
63559d57,7.532632576841699,6.841687024775367,6.640400717760749,4069
8c167025,7.528084083785647,6.21657657417172,-2.8402314024384037,5368
5397ceb1,7.524457553756448,6.195536210173063,1.3363499551969023,5255
5542c301,7.493992114346259,5.920837935561696,-5.801719402781075,3591
0a57a29c,7.4939028331579625,6.693000105410682,-6.515738979861979,5821
3bfee975,7.4823476353105605,6.100697545237319,-0.6001027273512393,3603
0be01c24,7.452930218445882,5.968967518976941,-4.406301619107021,4738
8050c789,7.426736400312339,6.171473115686598,0.5831008704581822,3077
ee4aecac,7.425354294533413,6.814963090537022,-6.814963090537022,5265
e161bd0c,7.381931803275725,6.176573583375681,6.081754052185426,2949
5fffa282,7.347003177493282,6.776716101606513,6.765013931062001,4201
2d179ded,7.3370148557606285,6.341325397690955,3.445531177353925,7008
1619e2ca,7.316757840661208,6.129631186186342,-3.4626798465374025,4443
24d8997e,7.301882402529112,4.601645966287414,3.87324621127048,3442
f56d3ace,7.291732921987749,6.0897464204430785,-5.931583819189274,5432
05948241,7.250772358771943,6.277646153129218,-6.121268686460897,3879
69e41fa6,7.247425057683486,5.849528129831349,4.8770425531030925,5772
4f4ac5ce,7.220030541596911,6.378477990149748,1.8886062586877042,5162
1590af81,7.210540512008892,6.601033894629051,-3.6698895944613206,3799
3690a146,7.196549723597984,6.432970159042947,-4.8685355397127905,4073
a6ed2eff,7.172784520417443,5.385794375460336,-0.20432803547085,5275
8c8348e8,7.168588394985455,5.50519807359394,4.26267161631112,3888
1b6ba517,7.167048131382148,6.337709733627097,6.218780925233015,6597
a85bb86f,7.131807435347186,5.733144098921767,-4.7019068504942,3099
1d78281a,7.118713666228108,6.153866401733811,-0.0622629159401743,4949
dc7da28f,7.109868001808293,5.685176690692016,3.0003598471320894,4774
cdc31d65,7.1032972571582915,5.573293153485276,-0.40323995048162553,4840
96936c22,7.078726541546234,6.26322712938892,6.080862970195458,3346
8b9d8326,7.076691163627017,6.366937967197547,-1.5660454586762982,6163
62a6f539,7.074120058647406,6.137295653229063,1.0444190715733679,3693
dd168de0,7.070650950967025,6.66863588657075,5.669716843532877,3304
22c5f93f,7.044852838322775,5.421757449199073,1.6607526435164377,5172
8648abae,7.037422628275558,6.0122170806361375,-5.992118387170377,4244
84633df4,7.024280083875333,6.241584552261737,-4.7036535426023205,4972
d6c320d9,6.98141883898825,5.781306965458245,-5.556229590878143,5452
c43812e2,6.9525356775987746,5.449361100143339,3.6354269819444336,5527
02e7fe5a,6.952119627375572,5.368231491044948,-3.778842149391982,5108
13ce113d,6.944192076469335,6.201655863864746,6.090531228263549,2966
877ed19c,6.9302099661648455,5.32198312351936,4.690065500755255,3708
00e12e8b,6.880127584369157,5.4088235631743,0.3952517613424499,4301
6ede926a,6.846675383043776,6.056334848452276,-2.1001959638429395,4938
f8f59188,6.81687378163294,5.1944704360964975,-3.22001775213018,4807
1b82b665,6.815492608327981,5.664863767439562,5.468279234245408,3806
ddc790ff,6.812143270008357,6.257608358916561,4.922536846591832,4726
ea41324e,6.810680768008232,5.618907469730991,5.5246049333445875,5025
20096916,6.796631358988517,5.408704266940813,-4.864444983556412,5133
fd710aea,6.7900919403011635,5.9905124216442625,5.5858390967769305,4217
bb2cdd83,6.761073065573177,5.254035472372578,-5.165003219695297,3825
4caa7289,6.716712196964336,5.514360069643745,-0.2208817499800373,5396
d543916f,6.711838939670194,6.217234554310476,1.855799162441828,4799
77b0d905,6.704208114045802,6.260329368908914,-6.136355467380049,4174
6dbe4b60,6.692766628115439,5.136608520095617,-4.0350383795125,4648
2b06ad65,6.657867476140273,6.360541637950403,-6.360541637950403,4256
65156b96,6.6414768190575595,5.639709189184659,3.343591429697994,3221
eb934281,6.604631562919508,5.605798766375706,-5.585985401938306,5971
59f8b2e8,6.527120209735902,5.2813063951391594,-3.721912304712162,3747
14ad5efb,6.526823668232114,5.011510601343732,1.790011656848263,5842
5bd25f59,6.514476956457972,5.353152904206772,5.007924998669652,4210
d4f60a28,6.512695202238617,5.086080993811587,3.30927056165237,4501
944f36b9,6.434259665697382,5.875739089027284,-5.654293308825837,4630
f021b650,6.424274263649846,5.117093591942289,4.734571186204734,3739
9c8375f7,6.40410490694827,5.499799159618332,-3.347571207152609,3674
c6797dd7,6.3795848073999375,5.234416559685588,-0.4300457893528313,4664
5f75f796,6.365756777296166,4.8248182143102065,-4.476518677060654,5562
dc5fbe29,6.296398297053864,4.928581886143736,-1.891780152832704,5203
aa95015b,6.254198565741894,4.639783876349807,-1.7292487685530513,4300
f16e25e3,6.227206970469124,5.52302418947818,5.489037764875993,4651
fba7683c,6.184691846608243,5.747947241996143,5.624629921362243,407
9efc812e,6.162296137412466,5.357011634210333,-3.6066479461609178,4450
992ce078,6.124913478695134,4.409857611169455,3.167808834727706,2879
d60430e6,6.119948320309219,5.030571391739166,2.3715774737819078,2511
4ed93db6,6.076546550180156,5.50608111957556,0.38772522371451035,4657
cb34231f,6.075354868426326,5.4985014986625655,-3.5441906053883314,5609
1aaf1da0,6.043881944349417,5.503096748660575,-2.658918369499805,4804
6ae68655,5.9876666669799805,5.390051978416387,-2.6964577605258238,4204
f439a621,5.986360828358804,5.142538805523563,1.7055364897151923,2821
d24ff243,5.964219834046216,5.543716068348052,3.972134689560058,5641
a3518960,5.922584231423904,4.533571796693569,-1.4504346965532187,4967
71ccf778,5.875202985615997,5.191527143258531,4.669687020439028,2698
404c4384,5.86495585638459,5.40974408208489,5.360668408988986,911
865033f8,5.863302083015945,5.221495460717878,-0.38571269437835887,3557
aaeffccb,5.83075479478528,4.3514545313042365,-3.320676256149139,2712
9dfff011,5.820681139858421,5.388549428238762,0.9875817205315885,4319
85380836,5.796949464579036,4.53768875044926,-0.31062712885139676,6618
dafc88c3,5.79013930989324,4.851515851409872,-3.4854393433096464,5572
b32902c0,5.757155416154567,4.444024753829754,1.23880591398605,3808
c07fd0cd,5.7530152466368865,4.4014456856629,4.1278691287246465,4191
aff4e561,5.749766727551772,4.719868828773543,-3.5906212411245595,6026
e149204f,5.666981040520134,4.859594397071371,-3.6575086006793125,6097
9df1b1f9,5.662254236546938,5.028077773254511,-4.28651447243062,4701
82fcf37c,5.642781214700656,4.620768348376542,3.286400915926398,6014
26d3a96a,5.627617661798212,4.500151711784849,-1.9154113537914443,4721
b7cdcecb,5.616754880564609,3.7328155047396474,-2.0072954295595333,6168
e748dd88,5.517807161673053,4.106258777342836,1.9030346177065618,4812
39b51819,5.505206469293963,5.007678888593197,-4.475221177024499,4231
10a1281a,5.4956183477848395,4.638444350567098,-4.5848411975188474,5609
9b5b61c1,5.492608835587187,4.986459053984868,1.8269305490113008,5532
28473855,5.488138210756473,3.966758292870534,-2.6812684254115093,4290
8b95d6d1,5.474306204181155,4.471732589021388,4.313224043397956,1731
e46f4ef4,5.443395900605008,4.444803590908967,-0.7405608036259923,7195
2ee0235b,5.383776377528109,4.157045949703695,2.8166948691966485,5556
2f8e53c3,5.383243703478347,4.453053061579075,4.439401494202271,2594
e5ff9fd2,5.352382000029526,4.379166710784818,-1.0757847326611338,2354
5cb483ac,5.351766215677827,4.520592355055762,0.027183415408116533,3852
3d96d897,5.348531202279854,4.424618667260323,4.404925948641252,5659
a76db406,5.257619102573394,4.609694817253324,-3.9161273886845502,4672
09ec2ca9,5.241435075479961,3.9883699075292673,2.0541975146730427,5885
2e29e833,5.195283480859078,4.183566981054569,3.2916342980970152,5428
4654e7de,5.149645415368142,3.9062766337503243,1.525571427011238,5373
18d24f7b,5.116172540865075,4.408965719971264,0.2937200692727994,4558
1d3fbf02,5.095597802376088,4.381947252668536,3.73901377890761,2694
9f0c7bae,5.079556702602944,4.1173715587921835,-3.99236297095908,2542
113011eb,5.039598267321616,4.351735937669588,1.6116147504733929,3272
ab94878e,4.965829672688722,4.146672234457368,-0.6322042405691736,6004
aee6393a,4.853926483080609,3.2117268439373325,-2.5891836820930614,5865
ae35f33a,4.819253382653113,3.7753919268328264,2.1516063706566313,4450
5a5d1982,4.799016166000851,4.072897935595088,2.6799873117224506,3894
1944513c,4.764952468954253,3.6406309392846197,-2.8329060405224604,4722
d50c649a,4.723127469869023,3.827138343879012,0.09639184423837767,4873
398dce4b,4.717753633611456,3.3637212125709777,1.409541675860135,3166
0498acab,4.716328472381797,3.8375780399229367,0.1662234584581771,4798
d217e0c5,4.7017958223032315,3.962610218200648,-1.1458841380081235,3838
c6c96179,4.580672572091698,3.771467592079661,-1.1133700860309015,4004
2c0c4a4e,4.520421840823688,3.7728493500995706,2.3972847774084753,4790
373ef48b,4.519631780793669,3.9443382534385347,-1.708998837691297,3509
511e1db0,4.3960468326401925,3.8236196408875247,3.306912251217761,3821
2be5c96a,4.367370627791645,3.449985028047624,-1.3614095657804275,4210
940e709a,4.360914972903133,3.8668574561878404,-1.0658523598538054,3348
e7c36e81,4.270101884870382,3.5979078080784577,1.6205525549685948,3531
357c12f9,4.214403808807169,3.14610772098453,-1.2268818164889854,4079
ed6436d6,4.187511640056555,4.009333069777222,-4.009333069777222,2945
4c3168cf,4.174818312727527,3.0938273648949433,0.03309662611748741,4334
811f52b3,4.12849403643546,3.0725330914712936,-0.3227645460518867,4836
9314ff13,3.9457827141335997,3.4934798317478797,-0.7067486513334139,2748
4ddde4c1,3.943955419093103,3.1707940343482695,1.8933548877528694,4472
29de15c8,3.922690988722803,3.0734404205892547,2.314013684601401,3431
89fdb2f2,3.9012753221209615,2.9164741803968335,-2.829803821653889,2031
9e3e364d,3.897029417363798,2.8637496527747235,0.43110320833164434,4290
653612bc,3.861370765838529,3.053927697732535,-3.03645042652937,4605
c472c0b5,3.8467369778205756,3.0000377978480475,-0.23289133822142397,3054
dbee6c86,3.840210624148941,2.865823464294602,-1.0548475503513841,7369
d273674e,3.8394866178694476,3.394188993637839,1.0245046485626679,3899
8bb9c1e6,3.8303474538584514,2.646090111372044,1.496834875956478,4546
be35c8f2,3.7264730984230483,3.2900238220177718,-0.5910381464244777,4226
fdfd57da,3.709013532336772,3.150085296430509,-2.562835192604754,5236
2ab29395,3.698929069597831,3.1256025341307425,2.448597598327572,1852
8a9c8932,3.642893587525638,3.0471303919664345,0.6765595159501043,4663
c9fedcf3,3.6310636044337596,2.968657753025215,2.213785933159276,3517
41fb0192,3.5556619555755344,2.515368732104017,2.1053039925772477,2973
2d2d0c6b,3.5442047779473893,2.652357870863947,0.6879742655493365,5045
283269ac,3.4496106331929757,3.0228297704329186,-3.002139616140807,2626
347242c8,3.4252380763727217,2.9515872145016018,-2.795387289858952,3595
2f19d536,3.3772175620611233,3.021061375715091,2.7709483094367116,3088
25fd32b3,3.3643943015890905,3.167095283308302,-3.1608469711035996,2885
44441e54,3.312373152886348,2.7809145608549843,-0.050755590744216025,4357
dd64382d,3.2989809621297375,2.425856750149851,0.5512569987920936,3124
af7a59ce,3.1016270802610753,2.3212613187397166,-2.1232385386369157,3024
fcfcc902,3.088033045843938,2.1636121775502124,0.8114928957147927,2791
61f27424,3.046707826759833,2.4872162782454112,0.3561334235955685,6220
ce8399b7,2.7887931468234073,2.1592396589274974,-0.5428928885562531,1615
999daf80,2.6885961444672937,2.296135078468836,0.012233336077038845,3564
d07aed8f,2.6770750896706836,2.181386659887164,0.9643705667792439,2957
b85f7b06,2.3829147626527223,1.9103473883762236,-1.5772561908114144,3803
fb0904bd,2.303902363960419,2.086984990766538,2.0844391915595923,3181
1f9afacb,2.241316239348834,1.6801313604503494,-1.126744412417634,5328
a9c9b150,1.3538063141897874,0.9406284183197996,-0.7668079860985052,3986
