well,rmse,mean_abs_error,bias,rows
d41beaf2,14.000683989117146,11.31145955055883,10.810949509441976,4753
b4f37e6e,13.998781432086679,11.097155358706935,-11.092398176339199,2992
47ee27ab,13.989497145593313,10.496729653295144,9.919937461723455,6397
e7d0c1de,13.9551055928524,13.334589192072718,13.332803201173425,4711
27c3155b,13.925727888226792,13.251507636256731,13.08511398548683,4958
153552f5,13.923661284324721,13.529801216936393,13.529801216936391,4695
1a68190b,13.888846947245483,11.499279120771291,-11.464919349651215,4474
7850c72e,13.848205635497326,11.135636481001853,10.11049665916163,5497
43c7f85a,13.833562844439196,12.231799272007827,12.231799272007827,5978
9ffce529,13.813460082835665,11.365215698202489,9.853360976780365,5212
ed6e6e54,13.794933873415228,10.288840513658268,-9.303343294594937,6048
75c20ec7,13.718917629732047,11.782321736804453,-9.361129752647155,5361
d6dd7330,13.695345137612454,11.488143541017951,-10.495033355938345,6193
807f0298,13.616024560605268,9.432953314728056,-8.632011028226504,3747
7acda2df,13.586068931702382,11.567022854746687,-6.903510286601302,3091
89969c7a,13.575542730985465,10.69683489000646,-7.203916467793705,4947
861e71df,13.537051030114261,11.121888012047473,9.334282088039327,4700
efde6ac3,13.532494838067644,10.82684305687822,10.290111810144554,4559
15e154a1,13.513966601330315,11.239975323819385,-9.758850156541026,6068
b7fea9ef,13.509197038613769,12.512703973062719,12.492133582878234,3866
647f2a41,13.50251855584507,11.71046514665982,11.71046514665982,3881
09053135,13.499759628536575,12.65233170154633,-12.652331701546332,5907
201661b5,13.488701122568376,11.435883414824579,-7.422300711983198,5955
6d1d74e1,13.394591201355148,10.413262189993263,3.4732318852870967,5830
a48640d9,13.393974858295275,12.751275845238027,-12.534541418048862,4532
3932faa6,13.385734572390675,10.764896655143216,3.9746435344559066,5452
bcebcc5f,13.378987527419673,11.029295004067784,-10.13805950452254,6258
9d3ec64c,13.3763972283414,12.393161446716734,12.156586798801625,3480
54753541,13.359944371922202,8.738753815572856,-1.5631581275826616,4026
974802e7,13.301222251206056,11.647167273469858,5.979071975437377,5843
26623a50,13.299488890578468,11.878229016979178,11.485291251743593,5735
be83e781,13.175212245696391,11.69825078013593,11.686010874684806,3221
01869cd4,13.17201891512946,10.571192784157324,4.248919913163895,5557
a7fc3e6b,13.144958721427335,10.085207775535814,-8.55441826637984,4764
7987f2f2,13.132009306961459,9.99003158554678,9.003465213681823,3705
3e678ea7,13.118340927816037,11.644650187779826,-11.605512360972675,6858
4936af16,13.049118917899644,11.029372610427176,11.029372610427176,3991
5cdd8dbc,13.01791097426183,10.435258430149876,-5.259483997508912,4010
b56bc0aa,12.946836184380496,12.106828298048567,-12.106828298048567,5602
29b24409,12.92395697738202,12.022701675406871,-12.022701675406873,5587
1e30dedf,12.88806682340035,12.043304336662693,11.937385302776638,4071
edf885a3,12.876231251541615,10.200659095047255,-9.993398612616181,3117
9426ec1e,12.69859041376283,11.735140457090022,11.731693377069025,2532
ea3a0e38,12.676754617207118,9.994527908255078,0.15690789447245532,10052
084d66f9,12.663391925588623,10.675318333849345,-8.065206727928643,3885
cad13e8f,12.655744746297849,11.874917531690212,11.491568313088221,4848
7b2c7b3c,12.63420517534329,11.409638922901701,-11.409638922901701,2584
e97032ad,12.613659828646615,12.122016047188948,-12.121877802615762,3530
ec0d597b,12.60862431659256,8.59895704125818,-5.907259241295607,4616
12203f2a,12.606514404677128,11.18633053649352,11.18633053649352,3261
481de5fc,12.600137821361253,11.071558335050536,10.687220256325457,5952
d0a0e7b5,12.594601009317111,11.372422396806693,-11.370912663750948,3816
eeda36f5,12.594300717406812,10.981592636674325,10.161909675645845,4797
