well,rows,known_rows,target_rows,target_md_span,target_tvt_span,target_gr_missing_rate,rmse,mae,bias,p95_abs_error,max_abs_error
925a7cd1,6501,1984,4517,4516.0,9.69000000000051,0.17467345583351782,133.94197002868682,117.0011844168993,117.0011844168993,220.0520000046832,233.56000000492895
8995c945,8198,1474,6724,6723.0,29.899999999999636,0.12120761451516954,132.67674991502767,116.09707912177313,-116.09707912177313,206.66100000418197,230.54000000440283
c6b782a4,6675,1798,4877,4876.0,25.18000000000029,0.2731187205249129,132.30180247072443,111.4529956923099,-111.33476727318889,232.58599999662763,240.04999999645224
5a1a8fd8,6814,1554,5260,5259.0,32.97999999999956,0.5304182509505704,131.23132899408435,115.99873384260079,115.99873384260079,208.3220000043635,220.02000000459338
aff4e561,7723,1697,6026,6025.0,21.0,0.354629936939927,129.44774118726332,110.90967473993197,110.90889146744516,208.58749999458541,221.52999999429994
e5864244,6037,1568,4469,4468.0,52.95999999999913,0.36294473036473485,129.28345449218924,108.95478182924957,108.95478182924948,209.42199999792828,215.12999999772546
75c20ec7,7205,1844,5361,5360.0,32.710000000000946,0.6590188397686999,128.77660654368077,114.57618727595643,-114.57618727595643,193.33999999518164,211.49999999492866
729665c0,5775,1512,4263,4262.0,25.81999999999971,0.555008210180624,128.73848080464006,110.7586159965812,-110.6625850324626,216.3049999970528,227.4899999968984
35b30c7f,11270,1691,9579,9578.0,34.51000000000022,0.44388767094686293,128.56432176816733,113.41991231026566,113.41901660090166,207.87400000397358,212.86000000406784
85380836,8175,1557,6618,6617.0,27.13000000000102,0.41175581746751283,128.50988804092395,111.62672862108622,-111.62672862108622,208.8060000041191,221.43000000433494
bd4ae5da,6905,1899,5006,5005.0,22.299999999999272,0.670994806232521,128.4716229687259,112.99961446482962,112.99961446482962,206.46250000415193,215.0500000043703
9a6b0392,5802,1547,4255,4254.0,19.43999999999869,0.5029377203290247,128.33760956807282,109.98873560362179,109.98873560362179,215.42799999705838,228.61999999690306
493b5b31,6884,2213,4671,4670.0,49.1399999999976,0.047099122243630914,127.23966247496234,107.39885677785873,-106.92385784832531,206.86000000387412,213.42000000407825
5397ceb1,6811,1556,5255,5254.0,32.3799999999992,0.08544243577545195,126.65119022632389,106.92125404130968,-106.63068505936062,213.15199999527886,224.34999999502907
33c40295,5989,1820,4169,4168.0,22.839999999998327,0.053250179899256414,126.64004714641288,107.31530102990801,-107.30605660678299,208.14799999711903,218.4099999969676
ecdaf714,8240,1648,6592,6591.0,31.860000000000582,0.043234223300970875,126.41635919051957,110.54597997788461,-110.51041262351852,207.98350000410144,219.15000000431792
c1708b88,7960,1645,6315,6314.0,37.97999999999956,0.6406967537608868,125.0967268814274,109.55302929739528,109.54913064339728,192.8200000038565,194.75000000402179
3f603129,6599,1548,5051,5050.0,44.030000000000655,0.30291031478915065,123.0819771614171,99.04843991562406,98.89380123023707,225.59500000523713,237.530000005514
e03b45fd,7083,1741,5342,5341.0,75.76000000000022,0.44646199925121677,123.02395765939073,102.91128041679069,102.91128041679069,218.57349999519963,254.5399999949459
3b21ea64,9103,1727,7376,7375.0,28.409999999999854,0.06033080260303687,122.94388497817909,106.1007863297621,106.1007863297621,197.89749999184278,210.17999999141284
a4cdbb0f,6759,1555,5204,5203.0,41.409999999999854,0.037855495772482706,122.02500779797087,103.258535739276,-103.258535739276,193.53999999576627,203.24999999507963
cbe62450,7858,1600,6258,6257.0,40.51000000000204,0.38031319910514544,122.0085930170853,108.94999200658332,-108.94999200658332,178.09299999374835,180.67999999389758
2cee0cba,7335,1835,5500,5499.0,35.43000000000029,0.46963636363636363,121.53720357494475,102.14748000239373,-102.06256363876471,214.13350000456305,231.410000004802
96ae5806,11527,1688,9839,9838.0,25.909999999998035,0.552393535928448,120.67567908927502,104.45112002572344,104.45112002572344,204.12199998671005,207.8199999870285
2d179ded,9225,2217,7008,7007.0,24.850000000002183,0.4634703196347032,119.67005580396362,103.1629280781128,-103.1629280781128,188.3559999922504,208.39999999184147
9df1b1f9,6444,1743,4701,4700.0,23.390000000001237,0.6855988087640927,119.58083325105746,105.87459264191757,-105.87459264191757,186.57000000389962,197.7800000041061
52f1e77a,6053,1611,4442,4441.0,22.950000000000728,0.062359297613687525,118.82143608740412,99.22830256883324,99.21120666608941,188.36800000460633,200.85000000484797
9ad5410a,5749,1544,4205,4204.0,19.399999999999636,0.08014268727705114,118.4013891219201,99.08168133403939,-99.05333412833423,197.31800000429757,200.5900000045258
374be387,11802,1837,9965,9964.0,23.910000000001673,0.6087305569493227,118.28459341583655,101.76778525053994,101.74801204432266,197.3540000041328,208.32000000435073
b37fd114,9786,1625,8161,8160.0,53.150000000001455,0.08148511211861291,117.30806376644391,102.37729077497033,-102.37293101513771,183.01000000347085,186.76000000338172
727a3a10,6342,1945,4397,4396.0,18.51000000000022,0.3297702979304071,117.24653103592848,98.37732089901465,-98.37732089901465,200.66799999696195,210.63999999680163
dc7f9757,6203,1843,4360,4359.0,18.450000000000728,0.5995412844036697,116.98436329763881,101.21516284245021,-101.21124999841209,192.18199999698436,202.79999999682695
5f4d2a52,7112,1887,5225,5224.0,93.91000000000167,0.21511961722488038,116.71398135965933,99.42655311118878,-99.42655311118878,183.70800000207382,185.82000000203698
4cd1ac61,6709,2220,4489,4488.0,16.520000000000437,0.11940298507462686,116.41759723554375,97.72971262924253,97.72590777292562,197.51599999689603,208.21999999673244
30d75030,5009,1605,3404,3403.0,53.39000000000124,0.19829612220916568,114.62458745539791,95.96844888243186,95.91823736656362,196.4534999976473,216.149999997524
a056d01e,8292,1735,6557,6556.0,42.93000000000029,0.2696355040414824,114.4086120997371,98.31730212201978,98.31730212201978,207.35000000408036,221.62000000429543
c8d9680c,7741,1460,6281,6280.0,63.590000000000146,0.38560738735870087,113.67750540972983,101.9236936807209,-101.9236936807209,164.22000000259686,165.0000000024138
2fd68f7b,6381,1651,4730,4729.0,75.98999999999978,0.6139534883720931,113.33716913993246,103.32974418277729,-103.32974418277729,150.41099999378886,158.35999999346132
4b831d20,9433,2121,7312,7311.0,31.019999999998618,0.038840262582056896,112.77112973794519,96.98529267192828,-96.42960886453892,178.32350000454906,190.26000000477688
fef8af96,5068,1242,3826,3825.0,88.76000000000022,0.34892838473601673,110.5839796164444,94.65876372315495,94.65876372315495,191.28500000238,202.64000000250417
796dbd4c,8069,1821,6248,6247.0,18.950000000000728,0.4007682458386684,110.48090827388526,94.7340941064848,94.7237772050688,181.69299999308905,185.93999999272637
a0e92ed6,6446,1549,4897,4896.0,32.82999999999993,0.4998978966714315,109.46941206404344,96.9023851314395,-96.9023851314395,167.19999999560096,172.66999999536893
c6797dd7,6281,1617,4664,4663.0,22.019999999998618,0.149442538593482,108.87174021289891,92.34138936314683,92.34138936314683,182.23249999580918,193.85999999558953
6d590e26,7842,1746,6096,6095.0,31.899999999997817,0.33218503937007876,108.61682545957105,91.88321685999881,91.87688483897112,172.98499999325804,189.90999999290398
8382f4b6,6680,1713,4967,4966.0,58.279999999998836,0.6559291322730018,108.19690388565206,92.08082343286118,-92.08082343286118,190.16799999656632,192.53999999645384
4cecf7b3,7676,1657,6019,6018.0,30.23999999999978,0.48297059312178103,107.72330043340912,92.99528326614174,92.99528326614174,177.97799999334342,198.29999999299253
ce55ba43,5658,1554,4104,4103.0,25.710000000000946,0.6410818713450293,107.20226681825704,94.41365009552419,-94.41365009552419,179.68849999618797,181.58999999622938
2bff06cf,9174,1550,7624,7623.0,44.47999999999956,0.5001311647429171,107.03899319096739,87.65718258380173,87.34530168140432,194.66550000474206,214.77000000499174
ee288beb,6190,1552,4638,4637.0,59.75,0.32621819749892195,106.82542877313462,89.37396938484781,-88.72145537021223,177.22600000288438,184.80000000303698
eeda36f5,6198,1401,4797,4796.0,13.200000000000728,0.03731498853450073,106.39631683517418,91.55924952868848,-91.55924952868848,176.70999999568957,187.25999999546366
d0cb63ae,6859,1636,5223,5222.0,42.20000000000073,0.36358414704192993,106.25143899733986,94.16572659562233,94.16572659562233,178.75600000314225,182.64000000318447
fae0c593,6147,1744,4403,4402.0,31.829999999999927,0.03202362025891438,105.62636305429199,87.30393822585188,-87.2839791070791,170.4900000038213,170.8400000035581
16e4a047,5684,1553,4131,4130.0,14.6200000000008,0.5727426773178407,105.22184169158284,93.0159041412374,93.0159041412374,170.16500000342694,174.23000000357206
2e43c2ea,7349,1651,5698,5697.0,21.889999999999418,0.3508248508248508,104.34982477992152,89.94200245886142,-89.89075991762543,171.85450000354567,177.75000000373075
b56bc0aa,7431,1829,5602,5601.0,15.239999999999782,0.22438414851838628,104.1590928496112,91.9460157105098,-91.9460157105098,164.57900000348508,168.17000000366897
4caa7289,6854,1458,5396,5395.0,22.159999999999854,0.6123054114158636,102.53279812832092,87.922322092204,-87.92155115076615,169.0675000033557,177.30000000353357
df8290be,5675,1703,3972,3971.0,38.69000000000051,0.6382175226586103,102.44367653394993,86.10847935361018,-86.10847935361016,165.01799999643072,175.04999999624306
896d15b9,5698,1419,4279,4278.0,48.48999999999978,0.6620705772376724,102.36038707575489,88.50999064952991,-88.50988314777695,148.46099999505532,149.3199999952467
28f4eda9,6824,1558,5266,5265.0,22.8700000000008,0.23129510064565134,102.10128232017604,88.56195973867462,-88.56195973867462,167.7049999941769,175.0499999938711
122bd617,6408,1838,4570,4569.0,40.18000000000029,0.30459518599562363,101.83059618522394,86.02707877661264,86.02707877661264,155.49100000354503,173.31000000399035
a08d9e63,5199,1514,3685,3684.0,36.04999999999927,0.25590230664857533,101.28527756445371,92.2647137058164,-92.2647137058164,147.180000003058,161.78000000321845
059c8f24,7998,1740,6258,6257.0,31.31999999999971,0.43528283796740175,99.33988300129407,85.96225311236975,85.96184403598743,161.34999999285864,168.01999999316286
c3957531,7254,1938,5316,5315.0,45.6100000000024,0.03781038374717833,98.39504605853514,81.26529156952034,-81.24471218652214,162.19999999417814,162.9899999943118
b7974e66,7170,1612,5558,5557.0,19.149999999999636,0.5273479668945664,97.44835189069515,84.67285534546853,-84.67285534546853,151.0145000034564,160.22000000363914
044af7d1,6067,1548,4519,4518.0,23.219999999999345,0.6589953529541934,96.71160158705301,82.54513387704634,82.4959061717951,153.66799999593982,173.8899999957266
67a8da4a,6645,1734,4911,4910.0,27.789999999999054,0.187945428629607,96.13413487517701,85.78520464424714,-85.78520464424714,151.77000000305543,162.68000000321626
19fb4f7b,7923,2303,5620,5619.0,33.780000000002474,0.04306049822064057,96.00728793286487,80.93794840034319,-80.07238256411875,151.38100000349715,157.9100000036815
69c1bdad,4645,1931,2714,2713.0,33.32000000000153,0.4086219602063375,95.82857943912303,81.30069638840317,-81.30069638840317,141.71049999868765,144.8799999986186
67847288,9174,1745,7429,7428.0,24.639999999999418,0.4664153991115897,95.59489012383982,84.13236371140815,84.13236371140815,155.21200000308235,162.05000000324435
8bfa881d,5843,1754,4089,4088.0,56.77000000000044,0.4590364392271949,95.34739525656086,80.40117387876448,-80.40117387876448,165.43599999547806,175.8599999952403
44a94013,6492,1589,4903,4902.0,60.07999999999993,0.2502549459514583,94.65045497103172,77.9065776076118,-77.5059004712407,145.3800000035557,148.0500000034608
d2f3b1ab,7018,1437,5581,5580.0,47.81999999999971,0.23884608493101595,94.21644142295862,74.14749865290588,74.14749865290588,174.18999999382868,183.05999999350388
c66be2b8,6207,2053,4154,4153.0,48.149999999999636,0.29537794896485314,92.66082436501291,77.27864468118769,77.27864468118769,150.927000002585,152.98000000272077
b19b0395,7196,1383,5813,5812.0,25.81000000000131,0.037674178565284704,92.58601637739993,79.27991226749158,-79.11733528489061,151.4420000036167,160.0300000038078
efe96181,5464,1452,4012,4011.0,30.360000000000582,0.1719840478564307,92.09301678395721,74.23630608035245,-73.29712861269692,165.1014999972256,173.6199999970795
9dede370,8057,1760,6297,6296.0,37.900000000001455,0.4070192154994442,92.0581290245119,78.00439098188836,77.9160409739528,156.19200000391683,166.32000000412336
504c8b08,8012,1645,6367,6366.0,30.390000000001237,0.18595885032197268,91.33100983866457,75.85846396256598,-75.77808387783163,153.66500001496422,164.3500000157528
bd8f847e,6161,1200,4961,4960.0,24.520000000000437,0.19854867970167306,91.24421734338073,76.88841967056327,-76.888415639118,150.6199999945111,155.8699999942237
32fe84c9,8163,1755,6408,6407.0,38.55000000000109,0.1518414481897628,91.05713752258407,75.97855025178625,-75.97855025178625,159.64000000399136,160.89000000419583
01869cd4,6850,1293,5557,5556.0,39.0,0.5112470757603024,89.38301055748123,78.90224041425662,78.90224041425662,153.55199999385403,163.2599999935319
5254b6db,5115,1841,3274,3273.0,10.25,0.21991447770311545,88.26051554883078,74.91973732616037,74.91973732616037,147.8875000033936,155.23000000357206
47222616,5835,1429,4406,4405.0,30.81999999999971,0.18883340898774398,87.88771307331466,75.0538424889542,-75.0441602374847,142.2350000027409,146.5400000028858
75cd5f11,6410,1464,4946,4945.0,20.049999999999272,0.27739587545491307,87.16976269143471,73.25302668985172,73.24832389971994,149.86750000307848,158.28000000324027
e7c36e81,5655,2124,3531,3530.0,21.579999999999927,0.6374964599263665,87.14572512274597,74.93458226963989,74.93458226963989,139.03999999682583,148.6699999966586
9d3ec64c,4937,1457,3480,3479.0,21.470000000001164,0.20517241379310344,87.07608439888288,77.04470402450742,77.04470402450742,131.4810000028863,133.14000000303713
5138a660,4829,1270,3559,3558.0,13.989999999999782,0.38746838999719024,86.81922787349346,74.59765664667864,74.59765664667864,144.96400000295142,151.21000000310778
2d2d0c6b,6967,1922,5045,5044.0,13.590000000000146,0.6251734390485629,86.60699676269549,74.95308225672727,74.95308225672727,139.56599999442116,145.42999999412677
6dbe4b60,6673,2025,4648,4647.0,21.94000000000051,0.5,86.1847259166395,75.3157336461751,-75.3157336461751,133.60299999485878,135.2499999946649
2d196986,8316,1842,6474,6473.0,31.549999999999272,0.01282051282051282,86.03046371643272,73.5661461184767,73.5661461184767,142.52999999148724,147.96999999104992
a2e8e7f6,5812,1052,4760,4759.0,35.659999999999854,0.4808823529411765,85.63083262574715,69.25566806445696,-69.25311344260679,153.40249999473545,161.9199999944576
99529c45,7591,1751,5840,5839.0,30.329999999999927,0.5669520547945206,85.38535592547245,68.19658048127256,-67.06032020739248,158.17350000363268,167.85000000382388
5cdd8dbc,5751,1741,4010,4009.0,48.44999999999891,0.41970074812967584,85.16666735663752,70.34790523819532,-69.94696758236002,150.47100000249318,153.13000000262582
ebe69318,6718,1742,4976,4975.0,18.23999999999978,0.23512861736334406,84.83897460847714,74.55100080548797,74.55053858683857,133.69500000309654,141.82000000325934
ab112491,7178,1993,5185,5184.0,43.57999999999993,0.04223722275795564,84.72572454831474,76.25972420556803,-76.25972420556803,109.80000000215115,133.470000002264
eb06a4e7,6379,1844,4535,4534.0,30.459999999999127,0.033958103638368244,84.55062535545376,69.90245203708062,69.67813450673131,143.15899999498433,149.1399999947207
aa95015b,5761,1461,4300,4299.0,25.61999999999898,0.3444186046511628,84.31033830007665,73.99301860605772,-73.98232093164142,127.54150000267481,139.13000000281681
7bb17b96,5295,1373,3922,3921.0,31.090000000000146,0.4474757776644569,84.26953911471156,73.37417133886842,-73.37417133886842,127.65949999566165,130.80999999543383
98177ced,6789,2017,4772,4771.0,21.8700000000008,0.04463537300922045,84.07506574669577,72.36219614571745,-72.04319363106895,132.17800000296964,138.88000000312604
d9d6d94d,6660,1741,4919,4918.0,32.5,0.16243138849359626,83.73033612996709,73.76796503515429,-73.76796503515429,128.55600000306055,145.2200000032226
f140c2fa,6024,1942,4082,4081.0,22.670000000000073,0.21362077413032826,83.65849055430346,72.88267515685935,72.88267515685935,133.57949999548526,144.34999999524916
20402d71,7930,1558,6372,6371.0,25.3700000000008,0.013339610797237916,82.96205204387131,74.2038857515473,74.2038857515473,129.32800000264206,142.9200000027813
89969c7a,6317,1370,4947,4946.0,25.23999999999978,0.38164544168182735,82.72363229649194,71.87146755321348,71.87146755321348,144.06499999452862,155.27999999423992
5542c301,5433,1842,3591,3590.0,20.980000000001382,0.48120300751879697,82.33685234268854,72.63582845834048,-72.63582845834048,134.59499999677337,142.7299999966035
02e7fe5a,6888,1780,5108,5107.0,24.18000000000029,0.6366483946750195,82.25121427855869,70.04392130159195,70.03040133291732,127.75650000309197,134.3100000033446
9efc812e,6100,1650,4450,4449.0,27.06000000000131,0.02292134831460674,82.19752053851913,71.33883370932175,-71.33883370932175,122.8155000026547,123.6500000024007
0498acab,6432,1634,4798,4797.0,22.399999999999636,0.47457273864110044,81.82464755145362,69.14618799656482,69.09552938881495,142.79600000298413,150.54000000314045
06df5958,5039,1530,3509,3508.0,10.849999999998545,0.18922770019948704,81.75641762508923,71.10895126969902,71.10895126969902,130.54200000290948,136.8400000030615
42c538a1,4762,1483,3279,3278.0,42.38999999999942,0.24306190911863373,81.70562600406397,71.32617261169351,-71.32617261169351,116.84099999637473,118.3299999961855
0dd99dc5,9182,1840,7342,7341.0,29.340000000000146,0.476436938163988,81.38460465989405,69.56665758808879,69.51348134183651,139.52000000295448,147.10000000320542
df71d1ff,7879,1651,6228,6227.0,38.399999999999636,0.5716120745022479,80.7702576371087,68.74220456140378,68.6927761734854,120.00950000217026,123.35000000211039
200d233d,5896,1970,3926,3925.0,19.420000000000073,0.0781966377992868,79.54865469234115,70.64595516837227,-70.64595516837227,121.104999995659,127.77999999542953
ad2133a8,7187,1458,5729,5728.0,48.63000000000102,0.2871356257636586,79.4963695835446,61.56724908548682,-61.56724908548682,164.29400000356435,178.25000000375258
0dc835f3,5279,851,4428,4427.0,26.23999999999978,0.03342366757000903,78.99370029600865,69.54312330365482,69.54312330365482,127.19849999510276,152.3299999948449
0390d174,6101,1690,4411,4410.0,31.399999999999636,0.4978462933575153,77.6142205657984,67.85608705653306,67.85608705653306,133.86500000274282,134.4200000028868
4f69febf,7599,2139,5460,5459.0,23.479999999999563,0.02857142857142857,77.5963962314433,68.33082234551446,-68.3302545799468,123.5210000022651,129.80000000238397
b977be4a,7495,1578,5917,5916.0,54.23999999999978,0.2467466621598783,77.3895435338293,62.86415582331816,58.94801588772021,127.11600000245416,129.99000000258275
56b00794,7293,1228,6065,6064.0,43.01000000000022,0.4314921681780709,77.2885339836871,63.046019787635764,63.03259851806138,143.51800000377298,159.54000000397173
593876b6,6366,1524,4842,4841.0,28.850000000000364,0.03593556381660471,77.19718740055444,62.51891986937823,62.29105122009073,144.84700000301254,156.92000000317057
d7eb0be8,7208,1807,5401,5400.0,56.31999999999971,0.04813923347528235,76.655168263556,53.96708757803876,53.372271803286736,153.25000000335967,165.45000000353684
a612d5a0,7160,1831,5329,5328.0,27.329999999999927,0.047100769375117285,75.75599493721852,61.912264967009655,61.74685306986444,136.09400000331624,143.94000000349115
367456ce,7312,1743,5569,5568.0,23.329999999999927,0.3462021906985096,74.95180496104153,66.51641407914731,-66.51641407914731,127.64800000230969,134.72000000243133
ba48188d,5534,1368,4166,4165.0,104.98999999999978,0.17690830532885263,74.57676504447609,59.176646663921666,59.176646663921666,137.7025000008648,145.44000000091
d84b621b,5746,1752,3994,3993.0,27.06999999999971,0.32073109664496746,74.44677751254531,58.97636955251176,-58.6875262875447,134.59399999641073,144.72999999622152
8612b37f,6807,1642,5165,5164.0,45.25,0.5823814133591481,74.41582036016676,63.992751207060834,63.992619551688044,136.61599999428802,152.45999999398737
f49fdea3,7027,1636,5391,5390.0,17.179999999998472,0.05639028009645706,73.82391654504185,65.80696531373559,-65.80696531373559,118.54000000225278,120.99000000235355
73b1447d,7522,1852,5670,5669.0,52.210000000000946,0.3843033509700176,73.81276602373381,60.252211641444724,-60.18878307002026,132.61100000235075,148.82000000247535
4b462989,4738,1632,3106,3105.0,18.55000000000109,0.3966516419832582,73.76542445251948,65.7515840322646,65.7515840322646,117.85250000257656,128.76000000271233
b0d42b0d,6357,1386,4971,4970.0,32.93000000000029,0.5608529470931403,73.76060127352429,57.25863005585189,56.68089117040684,140.89500000309272,155.61000000325475
dc7da28f,6672,1898,4774,4773.0,26.43000000000029,0.0611646418098031,73.74567522083208,65.51556137567351,65.51556137567351,121.46350000299043,123.00000000312684
0a57a29c,7194,1373,5821,5820.0,22.329999999999927,0.5299776670675141,73.62596092318074,63.862482392613,-63.862482392613,117.85000000241416,131.1100000025417
13f598d9,8934,1628,7306,7305.0,25.8700000000008,0.556118258965234,73.57630878829514,60.13963592364837,59.066797161265995,126.42750001523473,128.8600000149836
d0a43760,5502,1461,4041,4040.0,10.890000000001237,0.012620638455827766,73.0954490648403,62.7599703020269,-62.7599703020269,117.36999999552972,121.65999999529413
8478df29,6698,1841,4857,4856.0,17.80999999999949,0.6660490014412188,72.8791446953242,59.78842289203406,-59.176654310535376,126.55199999462928,143.65999999434644
53134831,7214,2088,5126,5125.0,22.31000000000131,0.5793991416309013,72.68767075976292,60.52450448859664,-60.35760632239521,127.22250000318809,134.58000000335596
d00e7eb9,7321,1617,5704,5703.0,16.57999999999811,0.48685133239831696,72.16262999093826,63.67890427375765,63.67653050096517,112.09099999250826,121.92999999211497
a6f967fb,7032,2362,4670,4669.0,21.850000000000364,0.04197002141327623,72.01740393629429,57.521775157896805,-57.51291434417582,123.9909999948347,129.06999999456275
e3b34f5b,7293,1838,5455,5454.0,30.230000000001382,0.27296058661778183,71.81685897205624,60.23119889637069,59.885791013644585,119.82999999263374,121.28999999274674
708caea9,8482,1934,6548,6547.0,50.63000000000102,0.21701282834453267,71.1111721606084,65.73809865679273,-65.73809865679273,102.37950000124445,106.48000000142929
69e41fa6,7167,1395,5772,5771.0,16.679999999998472,0.4442134442134442,70.8816344815214,62.01854643230588,62.01854643230588,119.36900000239275,128.11000000251988
47ee27ab,8274,1877,6397,6396.0,28.429999999998472,0.16726590589338752,70.77638297517858,62.75639987633461,-62.669521652170864,107.31400000265349,111.49000000279375
861e71df,6284,1584,4700,4699.0,20.0099999999984,0.15170212765957447,70.46445040371104,61.241210639837654,-61.241210639837654,121.5910000029251,129.15000000307737
9426ec1e,3923,1391,2532,2531.0,17.80999999999949,0.15205371248025276,70.31435570064266,61.39885861090063,61.39885861090063,111.53800000209993,116.72000000221124
833af382,5377,1749,3628,3627.0,28.950000000000728,0.28969128996692395,69.90950158073515,62.298988421265854,62.264214441107384,104.53949999598879,115.35999999577689
7224331b,7566,1503,6063,6062.0,17.079999999999927,0.7085601187530925,69.72581298538528,60.74529605386482,-60.74529605386482,109.7499999917798,113.03999999199914
46d24a09,6123,1674,4449,4448.0,40.73999999999978,0.21038435603506406,69.56205595582368,63.1067543237394,-63.1067543237394,102.7859999941571,109.14999999384963
38991fd4,6545,1747,4798,4797.0,28.31999999999971,0.27032096706961234,69.54313949135161,60.783922468741814,60.783922468741814,106.06000000171507,108.04000000209453
12f0cd90,7431,1484,5947,5946.0,35.17000000000007,0.2914074323188162,69.06777599480264,59.18465949347918,59.18465949347918,131.66100000249426,138.33000000251377
ab3ced07,6008,1758,4250,4249.0,26.48999999999978,0.49105882352941177,68.99317293580305,57.518560001392586,-57.518560001392586,125.78100000264466,130.6600000027829
0dc5e64d,6191,1312,4879,4878.0,65.95999999999913,0.011477761836441894,68.89264146722431,56.629247797745585,-56.629247797745585,136.77000000202474,150.99000000212982
bc4381e2,6885,1930,4955,4954.0,20.48999999999978,0.5814328960645813,68.8711820184263,61.42221392190242,-61.42221392190242,109.68299999349328,114.6299999931507
62569ae3,5242,1654,3588,3587.0,21.659999999999854,0.3124303232998885,68.83348429703865,57.66495262101974,57.66495262101974,118.32650000223357,121.6000000023505
c42fe306,7023,1928,5095,5094.0,30.709999999999127,0.5952894995093229,68.48244672681204,57.04268694447453,-57.003829240834776,121.15599999330898,126.64999999295833
460f859e,4982,1646,3336,3335.0,61.020000000002256,0.6205035971223022,67.15024023413456,49.73306654785519,49.73190947351533,121.91750000207549,128.07000000218613
05a0ee4d,6098,1750,4348,4347.0,41.20999999999913,0.35970561177552896,67.09453667344096,56.020082793682704,56.01707911382908,108.6564999949961,118.65999999398991
ff0aea78,4976,1715,3261,3260.0,39.43000000000029,0.4563017479300828,66.53877206764606,61.2477706232203,-61.2477706232203,88.12000000137232,88.64000000125816
3932faa6,7388,1936,5452,5451.0,52.1299999999992,0.30502567865003666,64.71607260532299,52.86337307529215,-52.86337307529215,100.99900000226098,105.95000000237997
729e9750,7427,1508,5919,5918.0,27.43999999999869,0.5720560905558372,64.71214041170427,54.29346511364275,54.29346511364275,100.53000000248576,102.36000000258537
577eec7c,6085,1546,4539,4538.0,34.10999999999876,0.34236615994712494,64.69234659767709,60.8510442797446,-60.8510442797446,85.22999999400072,88.30999999372762
2e63d9de,6505,1806,4699,4698.0,41.669999999998254,0.15556501383273036,64.2021066876272,50.98788040105861,50.87418812615885,104.98100000198282,110.44000000205233
82fcf37c,7397,1383,6014,6013.0,16.850000000000364,0.5483870967741935,64.19369672351205,55.35912204986077,55.34828733087634,104.39050000249324,110.14000000262422
a4719920,7495,1611,5884,5883.0,25.17000000000189,0.6442895989123045,63.87283013522971,55.95199183821548,55.95199183821548,104.1154999922718,110.72999999186504
d543916f,6281,1482,4799,4798.0,27.710000000000946,0.5219837466138779,63.83733467626944,54.50180662742794,-54.50180662742794,97.26200000199023,102.7700000020941
a7744f5b,6017,1640,4377,4376.0,29.649999999999636,0.16860863605209048,62.965711558711476,53.25903129695092,-53.25903129695092,103.82199999425139,108.30999999394953
4c2208f5,7248,1864,5384,5383.0,49.77000000000044,0.037704309063893014,62.83563128522079,47.0693127800521,45.388075781851725,123.11550000334944,129.5000000035252
f5d8aab6,6576,2132,4444,4443.0,24.139999999999418,0.15864086408640865,62.372344984701705,52.12335733315571,-52.09079207662161,106.7294999950867,119.45999999482774
9b5b61c1,7215,1683,5532,5531.0,18.94000000000051,0.09399855386840203,62.3250273034258,53.61265003736074,53.61265003736074,98.00450000226665,102.52000000241424
2c0c4a4e,6719,1929,4790,4789.0,20.0,0.04676409185803758,62.258597390588974,53.80795407202634,-53.80795407202634,103.24100000198614,108.46000000209096
1295a25b,7037,1486,5551,5550.0,32.22999999999956,0.44550531435777335,61.722458214826744,50.210659336822,50.210659336822,113.8099999927108,119.79999999262873
4654e7de,7010,1637,5373,5372.0,22.31000000000131,0.05025125628140704,61.655483206224076,52.990684902354815,52.21362553136816,96.98799999294314,100.31999999257278
0be01c24,6385,1647,4738,4737.0,20.969999999999345,0.03503588011819333,61.57486852897429,54.13008442053133,-54.13008442053133,99.2944999937761,101.74999999354986
071d7b45,4720,1509,3211,3210.0,23.80999999999949,0.15384615384615385,61.52725804093563,48.422886949690586,47.87535035662524,109.76999999711461,115.27999999696294
2d35f86d,6628,1732,4896,4895.0,30.779999999998836,0.2534722222222222,61.313838926287524,48.56359681478025,-48.43445874289957,101.18500000203039,108.6100000021379
febb4411,6275,2028,4247,4246.0,31.770000000000437,0.035083588415352016,61.05897859408457,53.36821520780014,53.36821520780013,89.67699999438446,92.92999999412677
3584a6eb,6150,1656,4494,4493.0,13.610000000000582,0.20004450378282154,60.83308024903477,53.05273920881414,53.05273920881414,96.26700000186483,99.1900000019632
27ebb9b9,7651,1885,5766,5765.0,24.38000000000102,0.21574748525841136,60.68474374700869,50.6590721483276,50.6590721483276,104.71750000234488,114.18000000245047
940e709a,4989,1641,3348,3347.0,12.520000000000437,0.3835125448028674,60.64307475946685,52.5546535255873,-52.50587813729743,91.512500002083,99.52000000219232
940a48d9,5627,1664,3963,3962.0,24.530000000000655,0.1680545041635125,60.581793596540315,52.71749936685768,-52.71749936685768,101.57799999561793,108.42999999538733
f6bc699b,5501,1749,3752,3751.0,29.079999999999927,0.3382196162046908,60.438008993474185,49.50651385709047,49.50651385709047,98.16449999585002,99.79999999563188
77b0d905,5923,1749,4174,4173.0,19.529999999998836,0.25563009103977,60.28815568473914,54.481650691891964,-54.481650691891964,93.33699999451882,98.61999999423097
