well,rows,baseline_rmse,geometry_rmse,rmse_improvement,baseline_mae,geometry_mae,baseline_bias,geometry_bias,residual_pred_mean,residual_pred_std,max_residual_correction_jump,target_rows,improved,rmse
3a0af893,2927,18.6897660134781,19.397758688523613,-0.7079926750455137,15.879552442774902,16.588245651991276,-15.879552442774902,-16.588245651991276,-0.7086932092163968,0.3017087456738858,0.1098191830045962,2927,False,19.397758688523613
b0f53bf4,2755,9.231328022549082,9.862458114264909,-0.6311300917158267,6.971978221416221,7.68137551743685,6.9719709618880925,7.620277565763849,0.6483066038757684,1.0420349750953604,0.4365266082666598,2755,False,9.862458114264909
bb2cdd83,3825,3.017674077265869,3.628592022286202,-0.6109179450203333,2.50177516339901,2.8480826946756728,0.4103084967334723,-0.5216996630830474,-0.9320081598165392,0.8827938402842165,0.3349342846906307,3825,False,3.628592022286202
3a824aa7,4201,5.690131490731758,6.298158814466706,-0.6080273237349472,4.577310164246696,5.112713164167174,2.661018805047098,3.369023382345358,0.7080045772982412,0.4872141855101204,0.1203907955051608,4201,False,6.298158814466706
c99f9fae,6361,5.40523137400998,6.008160189212253,-0.6029288152022731,3.705080962114034,3.9775330705450194,3.634340512499488,2.8971702702124595,-0.737170242287024,1.571843213688038,0.528811288161201,6361,False,6.008160189212253
3a223519,4583,9.401162306681243,10.000518643763863,-0.5993563370826198,7.24448178049331,7.512474412856878,7.231533929740548,6.940407571842384,-0.2911263578981695,1.4404645654219563,0.6510280497485076,4583,False,10.000518643763863
4a8ecc0b,5809,11.211904800768597,11.7925200443341,-0.5806152435655036,9.65338612497878,10.548703553935646,-3.790218626270524,-4.334357490385836,-0.5441388641152831,1.1117909011717195,0.3703652542107907,5809,False,11.7925200443341
97cd5bf9,3449,9.273936692075774,9.791984061211648,-0.5180473691358749,7.770710350826331,7.963991573561528,-2.3083212525371266,-3.2451918513298987,-0.9368705987928172,0.3734598124843106,0.1030879432207489,3449,False,9.791984061211648
14ab73fb,3649,14.81915286795364,15.33574740848904,-0.5165945405353991,13.023165250754351,13.640332357442242,13.023165250754351,13.625633109721893,0.6024678589675356,0.9993371722007932,0.1132086040590749,3649,False,15.33574740848904
2ac7cb6b,4990,19.59629325660305,20.109796817670627,-0.5135035610675729,14.654911823647128,15.288085412745335,9.423849699398236,11.122464040410522,1.698614341012256,0.7418952094081555,0.621375544427551,4990,False,20.109796817670627
cb34231f,5609,5.418906491757253,5.926248465880359,-0.5073419741231051,4.047928329470354,4.967670462387479,1.7377446960235836,3.4950865326718947,1.7573418366483071,1.639149603041197,0.1069318860370334,5609,False,5.926248465880359
b32902c0,3808,5.155416417213564,5.626431139910223,-0.4710147226966592,3.794275210084084,4.000835935759064,-1.1096848739500584,-2.3262450800640986,-1.216560206114044,0.4351762893969743,0.6868957716781874,3808,False,5.626431139910223
61f27424,6220,2.8150009994687166,3.260323596592895,-0.4453225971241785,2.216014469453208,2.5205957176709703,0.2463520900328032,-1.9313913595467245,-2.1777434495795167,1.5082599691274103,0.524249993608553,6220,False,3.260323596592895
052d64df,2445,7.3962717049147795,7.829887361058042,-0.4336156561432629,5.660822085889979,7.012802765320158,-0.5179672801621039,2.215721332674447,2.733688612836557,0.3999142769188453,0.2859690505276919,2445,False,7.829887361058042
ea0b99b7,9239,12.15975654126152,12.58091253769994,-0.4211559964384186,10.500710033552888,11.000183944928612,-10.42031172204726,-10.974574203297582,-0.5542624812503215,0.5382752253501233,0.6642173835766148,9239,False,12.58091253769994
726f3dc2,6723,6.931383638655225,7.301784660001203,-0.3704010213459776,5.176508998959009,5.171829886969507,3.964630373345576,3.5925722106062907,-0.3720581627393081,1.408143764117302,0.4420139833627534,6723,False,7.301784660001203
ea41324e,5025,5.294230079936561,5.658226476533086,-0.3639963965965247,4.4084079601990345,4.430144527711604,1.3112179104483952,3.869961975952201,2.5587440655038134,2.0103761853401214,0.135765992086041,5025,False,5.658226476533086
fde20ecf,4667,13.336251964043354,13.694947408873556,-0.358695444830202,10.23122562710032,12.485261174629075,8.509987144284189,-12.485261174629075,-20.99524831891324,11.63269955779612,0.1210622033880497,4667,False,13.694947408873556
198a5607,6251,9.944851115115334,10.27058746110578,-0.3257363459904461,7.484626459766532,8.399068570903793,6.849771236602367,8.042642831344056,1.1928715947417,1.7673434005630166,0.1318341759972528,6251,False,10.27058746110578
9314ff13,2748,5.189815774469084,5.511614599002605,-0.3217988245335208,3.819148471615926,4.067463893292118,3.0770887918489747,3.715870998896183,0.6387822070471868,1.2641679832656485,0.4149974769136071,2748,False,5.511614599002605
