well,rows,rmse,mae,bias,baseline_rmse,geometry_rmse,rmse_improvement_vs_baseline,rmse_improvement_vs_geometry,learned_alpha,oracle_alpha
e03b45fd,5342,32.707365794706426,25.050065874747244,23.675863327030548,123.02395765939075,14.978709262777178,90.31659186468431,-17.728656531929246,0.7810236352749015,1.0
a056d01e,6557,32.400746239495334,26.402914761236584,26.35882082723573,114.4086120997371,10.604543632077958,82.00786586024176,-21.796202607417378,0.7688545667277433,1.0
f140c2fa,4082,32.21131008387723,28.446614763821373,28.446614763821373,83.65849055430346,15.024961552098535,51.447180470426225,-17.186348531778695,0.7474833852964595,1.0
52f1e77a,4442,32.15570160927716,26.290838495853915,22.756600047628844,118.82143608740411,11.615115999127493,86.66573447812695,-20.540585610149666,0.7142014688448302,1.0
8f201368,6349,31.88265700850901,30.32747118235282,-30.095473308055116,174.03191290484395,31.88265700850901,142.14925589633495,0.0,1.0,1.0
b977be4a,5917,31.76401443510918,28.69782612934806,16.03271134345467,77.3895435338293,21.765148768770544,45.62552909872012,-9.998865666338634,0.7793833492976804,1.0
460f859e,3336,31.721226341123817,22.664424629212096,16.314590726306974,67.15024023413456,20.87923140199737,35.42901389301074,-10.841994939126447,0.7081943146198348,1.0
493b5b31,4671,31.64606848107317,27.524354231350774,-24.30563044474575,127.23966247496234,23.365710453912964,95.59359399388917,-8.280358027160204,0.9181068658813942,1.0
d0cb63ae,5223,31.385812959218217,28.028779034081776,28.028779034081776,106.25143899733986,20.84048614451171,74.86562603812165,-10.545326814706506,0.8589672808194077,1.0
81bf5923,4543,30.972605727723998,26.692754782005466,26.692754782005466,48.539644978922105,31.340320206207792,17.567039251198107,0.36771447848379424,0.9952232308284678,0.5
8382f4b6,4967,30.931923427282523,28.323160713465132,28.323160713465132,108.19690388565205,33.489824840864415,77.26498045836952,2.5579014135818916,0.9814094333266421,0.75
cf50c9d1,4858,30.86157985950363,29.373457534900794,29.373457534900794,31.56819712560828,30.62304196790373,0.7066172661046473,-0.23853789159990058,0.7437927354069195,1.0
028d7b28,6234,30.31549166218474,27.160760032632545,26.5438854229403,144.9944082237838,11.505374242981553,114.67891656159907,-18.810117419203188,0.8480113501110962,1.0
